Roboagravado(usodearmasdefuego)Art166Inc2ºpárr2do;Robo agravado (uso de armas de fuego) - Art.166 Inc.2º párr. 2do
Roboagravado(usodearmas)Art166Inc2ºpárr1ro;Robo agravado (uso de armas) - Art.166 Inc.2º párr. 1ro
RoboAgravado(vehículodejadoenlavíapública)enrelaciónalart163inc6Art167Inc4º;Robo Agravado (vehículo dejado en la vía pública) - en relación al art. 163 inc. 6 - Art.167 Inc.4º
SecuestroextorsivoArt170;Secuestro extorsivo - Art.170
SecuestroextorsivoagravadoArt170Inc1º;Secuestro extorsivo agravado - Art.170 Inc.1º
Severidadesvejacionesy/oapremiosilegalesapresosArt144bisInc3º;Severidades vejaciones y/o apremios ilegales a presos - Art.144 bis Inc.3º
Suicidio;Suicidio
SuministroinfieldemedicamentosArt204;Suministro infiel de medicamentos - Art.204
SupresiónodestruccióndedocumentosArt294;Supresión o destrucción de documentos - Art.294
SupresiónysuposicióndelestadocivilydelaidentidadagravadoArt139bis;Supresión y suposición del estado civil y de la identidad agravado - Art.139 bis
Sustracción,retenciónuocultamientodemenordediezañosArt146;Sustracción, retención u ocultamiento de menor de diez años - Art.146
Sustracción,retenciónuocultamientodepersonaArt142bis;Sustracción, retención u ocultamiento de persona - Art.142 bis
Tenenciaderepresentacionessexualesdemenoresde18añosconfinesdedistribuciónocomercializaciónArt128párr2do;Tenencia de representaciones sexuales de menores de 18 años con fines de distribución o comercialización - Art.128 párr. 2do
TenenciailegaldearmadefuegodeusocivilArt189bisInc2ºpárr1ro;Tenencia ilegal de arma de fuego de uso civil - Art.189 bis Inc.2º párr. 1ro
TenenciailegaldearmadeguerraArt189bisInc2ºpárr2do;Tenencia ilegal de arma de guerra - Art.189 bis Inc.2º párr. 2do
TrabajoinfantilArt148bis;Trabajo infantil - Art.148 bis
TratadePersonasmenoresde18añosArt145terinfine;Trata de Personas menores de 18 años - Art.145 ter in fine
TratadePesonasMayoresArt145bis;Trata de Pesonas Mayores - Art.145 bis
TratadePersonasmayoresAgravadaporlaconsumacióndelaexplotaciónArt145terpárr2do;Trata de Personas mayores Agravada por la consumación de la explotación - Art.145 ter párr. 2do
TurbacióndeunactolegítimodeautoridadArt241;Turbación de un acto legítimo de autoridad - Art.241
TurbaciónenlaposesiónotenenciadeuninmuebleArt181Inc3º;Turbación en la posesión o tenencia de un inmueble - Art.181 Inc.3º
UsodedocumentoocertificadofalsooadulteradoArt296;Uso de documento o certificado falso o adulterado - Art.296
UsuraArt175bispárr1ro;Usura - Art.175 bis párr. 1ro
UsuraagravadaporlacalidaddelautorArt175bispárr3ro;Usura agravada por la calidad del autor - Art.175 bis párr. 3ro
UsurpacióndeautoridadArt246;Usurpación de autoridad - Art.246
UsurpacióndeinmuebleArt181Inc1º;Usurpación de inmueble - Art.181 Inc.1º
UsurpacióntítulosuhonoresArt247;Usurpación títulos u honores - Art.247
UtilizaciónconfinesdelucrodeinformacionesodatosreservadosArt2681;Utilización con fines de lucro de informaciones o datos reservados - Art.268 1
Vejacionesy/oapremiosilegalesenactodeservicioArt144bisInc2º;Vejaciones y/o apremios ilegales en acto de servicio - Art.144 bis Inc.2º
VentademedicamentossinautorizaciónArt204quinquies;Venta de medicamentos sin autorización - Art.204 quinquies
ViolacióndecorrespondenciaArt153;Violación de correspondencia - Art.153
ViolacióndedomicilioArt150;Violación de domicilio - Art.150
ViolacióndeelementosprobatoriosArt255;Violación de elementos probatorios - Art.255
ViolacióndeinmunidadesArt221;Violación de inmunidades - Art.221
ViolacióndeleyesdepolicíasanitariaanimalArt206;Violación de leyes de policía sanitaria animal - Art.206
ViolacióndemedidascontraepidemiasArt205;Violación de medidas contra epidemias - Art.205
ViolacióndesecretoArt156;Violación de secreto - Art.156
ViolacióndesellosydocumentosArt254;Violación de sellos y documentos - Art.254
